00:00:00:020	-1.79769e+308	19.12	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:01:00:020	-1.79769e+308	6.90753	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:01:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	3	-1.79769e+308	-1.79769e+308
00:01:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:02:00:020	-1.79769e+308	4.06455	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:02:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	4	-1.79769e+308	-1.79769e+308
00:02:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:03:00:020	-1.79769e+308	0.122192	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:03:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	3	-1.79769e+308	-1.79769e+308
00:03:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:04:00:020	-1.79769e+308	14.8538	-1.79769e+308	-1.79769e+308	4	-1.79769e+308	-1.79769e+308
00:04:01:540	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:05:00:020	1	-1.79769e+308	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:05:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	3	-1.79769e+308	-1.79769e+308
00:05:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:06:00:020	1	-1.79769e+308	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:06:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	4	-1.79769e+308	-1.79769e+308
00:06:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:07:00:020	-1.79769e+308	9.66436	-1.79769e+308	-1.79769e+308	3	-1.79769e+308	-1.79769e+308
00:07:01:540	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:08:00:020	-1.79769e+308	14.5334	-1.79769e+308	-1.79769e+308	4	-1.79769e+308	-1.79769e+308
00:08:01:540	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:09:00:020	-1.79769e+308	11.3741	-1.79769e+308	-1.79769e+308	3	-1.79769e+308	-1.79769e+308
00:09:01:540	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:10:00:020	1	-1.79769e+308	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:10:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	4	-1.79769e+308	-1.79769e+308
00:10:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:11:00:020	-1.79769e+308	11.7902	-1.79769e+308	-1.79769e+308	3	-1.79769e+308	-1.79769e+308
00:11:01:540	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:12:00:020	-1.79769e+308	3.59526	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:12:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	4	-1.79769e+308	-1.79769e+308
00:12:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:13:00:020	1	-1.79769e+308	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:13:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	3	-1.79769e+308	-1.79769e+308
00:13:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:14:00:020	-1.79769e+308	0.691565	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:14:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	4	-1.79769e+308	-1.79769e+308
00:14:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:15:00:020	-1.79769e+308	19.9627	-1.79769e+308	-1.79769e+308	3	-1.79769e+308	-1.79769e+308
00:15:01:540	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:16:00:020	1	-1.79769e+308	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:16:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	4	-1.79769e+308	-1.79769e+308
00:16:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:17:00:020	-1.79769e+308	16.9449	-1.79769e+308	-1.79769e+308	3	-1.79769e+308	-1.79769e+308
00:17:01:540	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:18:00:020	-1.79769e+308	5.70478	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:18:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	4	-1.79769e+308	-1.79769e+308
00:18:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:19:00:020	-1.79769e+308	4.27176	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:19:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	3	-1.79769e+308	-1.79769e+308
00:19:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:20:00:020	-1.79769e+308	16.0355	-1.79769e+308	-1.79769e+308	4	-1.79769e+308	-1.79769e+308
00:20:01:540	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:21:00:020	-1.79769e+308	3.27901	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:21:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	3	-1.79769e+308	-1.79769e+308
00:21:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:22:00:020	-1.79769e+308	10.4584	-1.79769e+308	-1.79769e+308	4	-1.79769e+308	-1.79769e+308
00:22:01:540	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:23:00:020	-1.79769e+308	15.5235	-1.79769e+308	-1.79769e+308	3	-1.79769e+308	-1.79769e+308
00:23:01:540	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:24:00:020	-1.79769e+308	5.42797	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:24:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	4	-1.79769e+308	-1.79769e+308
00:24:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:25:00:020	-1.79769e+308	13.2584	-1.79769e+308	-1.79769e+308	3	-1.79769e+308	-1.79769e+308
00:25:01:540	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:26:00:020	-1.79769e+308	7.02109	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:26:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	4	-1.79769e+308	-1.79769e+308
00:26:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:27:00:020	1	-1.79769e+308	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:27:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	3	-1.79769e+308	-1.79769e+308
00:27:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:28:00:020	-1.79769e+308	16.2858	-1.79769e+308	-1.79769e+308	4	-1.79769e+308	-1.79769e+308
00:28:01:540	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:29:00:020	-1.79769e+308	8.48522	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:29:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	3	-1.79769e+308	-1.79769e+308
00:29:02:560	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:30:00:020	1	-1.79769e+308	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:30:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	4	-1.79769e+308	-1.79769e+308
