00:02:00:020	-1.79769e+308	44.2794	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:04:00:020	-1.79769e+308	47.2926	-1.79769e+308	-1.79769e+308	1	-1.79769e+308	-1.79769e+308
00:05:00:020	1000	-1.79769e+308	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:06:00:020	-1.79769e+308	-1.79769e+308	15	-1.79769e+308	5	-1.79769e+308	-1.79769e+308
00:06:01:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:10:00:020	1000	-1.79769e+308	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
00:13:00:030	-1.79769e+308	-1.79769e+308	5	-1.79769e+308	-1.79769e+308	3	-1.79769e+308
00:13:02:030	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	6	-1.79769e+308
00:13:03:020	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	5	-1.79769e+308	-1.79769e+308
00:13:04:040	-1.79769e+308	-1.79769e+308	-1.79769e+308	-1.79769e+308	2	-1.79769e+308	-1.79769e+308
